Date,Country,Confirmed,Recovered,Deaths
20200126,Botswana,0,0,0
20200126,Brazil,0,0,0
20200126,Brunei,0,0,0
20200126,Bulgaria,0,0,0
20200126,Burkina Faso,0,0,0
20200126,Burma,0,0,0
20200126,Burundi,0,0,0
20200126,Cabo Verde,0,0,0
20200126,Cambodia,0,0,0
20200126,Cameroon,0,0,0
20200126,Canada,1,0,0
20200126,Central African Republic,0,0,0
20200126,Chad,0,0,0
20200126,Chile,0,0,0
20200126,China,2075,49,56
20200126,Colombia,0,0,0
20200126,Comoros,0,0,0
20200126,Congo (Brazzaville),0,0,0
20200126,Congo (Kinshasa),0,0,0
20200126,Costa Rica,0,0,0
20200126,Cote d'Ivoire,0,0,0
20200126,Croatia,0,0,0
20200126,Cuba,0,0,0
20200126,Cyprus,0,0,0
20200126,Czechia,0,0,0
20200126,Denmark,0,0,0
20200126,Diamond Princess,0,0,0
20200126,Djibouti,0,0,0
20200126,Dominica,0,0,0
20200126,Dominican Republic,0,0,0
20200126,Ecuador,0,0,0
20200126,Egypt,0,0,0
20200126,El Salvador,0,0,0
20200126,Equatorial Guinea,0,0,0
20200126,Eritrea,0,0,0
20200126,Estonia,0,0,0
20200126,Eswatini,0,0,0
20200126,Ethiopia,0,0,0
20200126,Fiji,0,0,0
20200126,Finland,0,0,0
20200126,France,3,0,0
20200126,Gabon,0,0,0
20200126,Gambia,0,0,0
20200126,Georgia,0,0,0
20200126,Germany,0,0,0
20200126,Ghana,0,0,0
20200126,Greece,0,0,0
20200126,Grenada,0,0,0
20200126,Guatemala,0,0,0
20200126,Guinea,0,0,0
20200126,Guinea-Bissau,0,0,0
20200126,Guyana,0,0,0
20200126,Haiti,0,0,0
20200126,Holy See,0,0,0
20200126,Honduras,0,0,0
20200126,Hungary,0,0,0
20200126,Iceland,0,0,0
20200126,India,0,0,0
20200126,Indonesia,0,0,0
20200126,Iran,0,0,0
20200126,Iraq,0,0,0
20200126,Ireland,0,0,0
20200126,Israel,0,0,0
20200126,Italy,0,0,0
20200126,Jamaica,0,0,0
20200126,Japan,4,1,0
20200126,Jordan,0,0,0
20200126,Kazakhstan,0,0,0
20200126,Kenya,0,0,0
20200126,"Korea, South",3,0,0
20200126,Kosovo,0,0,0
20200126,Kuwait,0,0,0
20200126,Kyrgyzstan,0,0,0
20200126,Laos,0,0,0
20200126,Latvia,0,0,0
20200126,Lebanon,0,0,0
20200126,Lesotho,0,0,0
20200126,Liberia,0,0,0
20200126,Libya,0,0,0
20200126,Liechtenstein,0,0,0
20200126,Lithuania,0,0,0
20200126,Luxembourg,0,0,0
20200126,MS Zaandam,0,0,0
20200126,Madagascar,0,0,0
20200126,Malawi,0,0,0
20200126,Malaysia,4,0,0
20200126,Maldives,0,0,0
20200126,Mali,0,0,0
20200126,Malta,0,0,0
20200126,Mauritania,0,0,0
20200126,Mauritius,0,0,0
20200126,Mexico,0,0,0
20200126,Moldova,0,0,0
20200126,Monaco,0,0,0
20200126,Mongolia,0,0,0
20200126,Montenegro,0,0,0
20200126,Morocco,0,0,0
20200126,Mozambique,0,0,0
20200126,Namibia,0,0,0
